Q, A
클럽 가고 싶은데 말할까예, 말하고 가거나 같이 가 보이소.
클럽 가고 싶은데 말하고 갈까예, 말하고 가거나 같이 가 보이소.
클스마스에 할 일은예, 크리스마스에는 케빈하고 함께.
키 와 안 크노, 신경 쓰믄 스트레스 받는다 아입니꺼.
키 인자 안 크나?, 신경 쓰믄 스트레스 받는다 아입니꺼.
키 컸으믄, 지금도 충분하다 아입니꺼.
키가 안 크네예, 지금도 충분합니더.
키가 와 안 클까예?, 지금도 충분합니더.
키가 쪼매만 더 컸으믄 좋겠네예, 지금도 충분합니더.
타로 보고 왔다 아입니꺼, 좋게 나왔길 바란다.
타로점 봤어예, 좋게 나왔길 바란다.
타이밍이 기가 막히네예, 나이스 타이밍 아입니꺼!
타이밍이 진짜 기가 막히네예, 그럴 때가 있지예.
탄생 이유 아는교?, 사랑받기 위해 태어났다 아입니꺼.
탄탄한 몸매 갖고 싶다 아입니꺼, 운동으로 만들어 보이소.
탈모인가예?, 스트레스 받지 마이소.
태닝할까예?, 구릿빛 피부 좋지예!
태몽 꾼 거 같다 아입니꺼, 뭘 꿨는지 궁금하네예.
태몽 꿨다 카네예, 뭘 꿨는지 궁금하네예.
택배 기다리고 있다 아입니꺼, 오늘 택배기사님들 쉬는 날이라예.
택배 아저씨 오셨을까예?, 현관문 살펴 보이소.
택배 안 오네예, 송장 번호 확인해 보이소.
택배 왔나?, 현관문 살펴 보이소.
택배 와 안 오노?, 송장 번호 확인해 보이소.
택배가 안 온다 아입니꺼, 오늘 택배기사님들 쉬는 날이라예.
택시 너무 마이 탔다 아입니꺼, 대중교통 이용해 주이소.
택시 타야겠다 아입니꺼, 조심히 오이소.
택시비 너무 비싸네예, 후회해도 늦었다 아입니꺼.
택시비 마이 나왔다 아입니꺼, 후회해도 늦었다 아입니꺼.
택시비 아깝네예, 후회해도 늦었다 아입니꺼.
택시비로 돈을 너무 마이 썼다 아입니꺼, 대중교통 이용해 주이소.
텀블러 까묵었다 아입니꺼, 괜찮아예. 다음에 가져가믄 되지예.
텀블러 안 가져왔다 아입니꺼, 괜찮아예. 다음에 가져가믄 되지예.
텔레비전 볼 기 없네예, 나랑 이야기 하이소.
통장 잔고가 하나도 안 남았다 아입니꺼, 일이라도 해 보이소.
통장 잔고가 0이라예, 일이라도 해 보이소.
통학 힘들다 아입니꺼, 출퇴근 미리 느껴보는 중이네예.
통화할 사람이 한 명도 없네예, 가족한테 하이소.
퇴근 시간도 아닌데 엄청 막히네예, 여유를 가지이소.
퇴근 후에 만나자꼬 해 볼까예, 용기 내이소.
퇴근길 아닌데 차 엄청 막히네예, 여유를 가지이소.
퇴근길 엄청 막히네예, 라디오 들으믄서 여유를 가져 보이소.
퇴근 시간 와 이래 안 오노, 째깍째깍.
퇴근 시간만 기다리네예, 째깍째깍.
퇴근하고 놀고 싶다 아입니꺼, 몸하고 맴이 좀 쉬어야 할 거 같네예.
퇴근하고 만나자꼬 말해 볼까예, 용기 내이소.
퇴근하고 뭐 하지예, 몸하고 맴이 좀 쉬어야 할 거 같네예.
퇴사 예정이라예 후련하다 아입니꺼, 좋은 마무리하시길 바란다.
퇴사하믄 후련할 거 같네예, 좋은 마무리하시길 바란다.
투자라 생각하는 기 나을까예, 아웃풋이 확실한지 생각해 보이소.
투자라꼬 생각할 수도 있지예, 아웃풋이 확실한지 생각해 보이소.
투잡 뛰어야 하나예?, 필요하다믄요.
투잡할까예?, 가능하다믄요.
튀김기 사고 싶다 아입니꺼, 몇 번 안 해 묵고 둘 끼믄 그냥 사 드이소.
트래킹하러 갈까예?, 같이 등산하이소.
트위터 보믄 다 행복해 보이네예, 자랑하는 자리니께예.
티 나게 어색해 했어예, 아직 순수하다는 증거일 끼라예.
티 안 나게 내 싫어하네예, 여우인가 보네예.
티비 볼 기 없네예, 나랑 이야기 하이소.
팀플 안 하믄 좋겠다 아입니꺼, 사회를 미리 알려주나 보네예.
팀플 좀 안 했으믄 좋겠다 아입니꺼, 사회를 미리 알려주나 보네예.
파도 엄청나다 아입니꺼, 깊은 데까지 가지 말고 조심하이소.
파도 장난 아이다 아입니꺼, 깊은 데까지 가지 말고 조심하이소.
파도 타고 놀고 싶다 아입니꺼, 시원할 거 같네예.
파도 타고 싶다 아입니꺼, 시원할 거 같네예.
파도가 엄청 세네예, 깊은 데까지 가지 말고 조심하이소.
파도가 엄청나네예, 깊은 데까지 가지 말고 조심하이소.
파도가 잔잔하네예, 생각들 정리하기 좋겠네예.
파란 하늘이 그립다 아입니꺼, 가끔 하늘을 보이소.
파마하믄 어울릴까예?, 한 번 해 보이소.
파마할까예?, 한 번 해 보이소.
판도라 상자 연 거 같다 아입니꺼, 맴의 준비를 하이소.
판도라 상자 연 기분이라예, 맴의 준비를 하이소.
팔뚝 너무 두껍네예, 펭귄 운동 해 보이소.
팔뚝살 빼고 싶다 아입니꺼, 펭귄 운동 해 보이소.
팔로우 와 안 해주노?, 잘 모르고 있을 수도 있어예.
패디나 할까예, 기분 전환해 보이소.
패키지 여행이 좋을까 자유 여행이 좋을까예, 가는 데하고 같이 가는 사람에 따라 다르겠지예.
패턴 풀어 볼까예, 할 수 있다면요.
팩이나 할까예, 피부 관리 좋지예!
팩해야지예, 피부 관리 좋지예!
팬미팅 갔다 왔다 아입니꺼, 성덕이네예.
팬미팅 재밌다 아입니꺼, 성덕이네예.
편두통 온다 아입니꺼, 잠시 쉬었다 가이소.
편두통 왔다 아입니꺼, 신경 쓰는 일이 마이 있었나 보네예.
편안하게 살고 싶다 아입니꺼, 명상해 보이소.
편의점 간식 묵어야지예, 간단하고 좋지예.
편의점 알바라도 해 볼라꼬예, 도전을 응원합니더!
편의점 알바 면접 간다 카네예, 내도 해 보고 싶은 알바라예.
편의점 알바해 볼라꼬예, 도전을 응원합니더!
편의점에서 묵어야지예, 간단하고 좋지예.
편지도 다 버려야겠지예?, 버릴 기는 버려야지예.
편하게 쉬고 싶다 아입니꺼, 내려놓으이소.
평가 좀 해 주이소, 내가 그럴 위치가 안 된다 아입니꺼.
평가원 시험 잘 봐야 할낀데예, 평소처럼 잘 볼 수 있을 끼라예.
평가원 잘 보고 싶다 아입니꺼, 평소처럼 잘 볼 수 있을 끼라예.
평생 저주할 끼라예, 나쁜 맴 묵으믄 내한테도 해롭다 아입니꺼.
평생 함께하고 싶다 아입니꺼, 프로포즈해 보이소.
평생하고 싶은 거 찾아야 할낀데예, 눈 감고 곰곰이 생각해 보이소.
평온하네예, 내일도 평온하길 바란다.
데이트와 이불
평일 저녁 데이트 장소 좀 추천해 주이소, 야경이 예쁜 데요.
평일 저녁 데이트 장소 추천해 주이소, 야경이 예쁜 데요.
포근포근한 이불에서 몬 나가겠네예, 지상 천국이니 당연하지예.
포기 안 한다꼬 말했다 아입니꺼, 맴이 힘들겠네예.
폭식증 우째 고칠 수 있을까예?, 오늘 몬 묵었어도 내일 묵으믄 더 맛있을 끼라예.
폭언하는 사람 우째 하노?, 그 사람 말고 나랑 수다 떠이소.
폭풍 먹방했더마 졸립다 아입니꺼, 묵고 자고 그게 진리지예.
폰 꺼질라 카네예, 충전하고 만나이소.
폰 떨궜어예, 조심하이소.
폰 배터리가 너무 잘 닳네예, 배터리만 바꿔 보이소.
폰 배터리가 벌써 없네예, 배터리만 바꿔 보이소.
폰 배터리가 없네예, 얼른 충전하이소.
폰 요금 마이 나왔다 아입니꺼, 소액 결제를 줄여 보이소.
폰 초기화해야지예, 중요한 기는 백업해 놓으이소.
폰 케이스 사줄까예?, 예쁜 거로 하나 사주이소.
폰 게임 때문에 폰 느려지는 거 같네예, 정리해 보이소.
폰을 오래했나 눈이 너무 뻑뻑하네예, 중간중간에 눈을 좀 쉬어 주이소. 
폰이 문젠가예, 그게 문제는 아닐 끼라예.
폰게임 좀 그만했으면,폰게임 그만 좀 하그라  
폰을 오래했나 눈이 너무 뻑뻑해,폰 오래 봤나 눈 뻑뻑하네  
폰이 문젠가,그게 문제는 아닐 끼다  
표정이 읽히나,포커페이스 한 번 해보이소  
푸르른 하늘을 보고 싶다,가까이 하늘 한 번 봐라  
푹 쉬고 싶어,아무것도 하지 말고 푹 쉬이소  
프로젝트 끝났으면 좋겠다,프로젝트 잘 마무리될 기다  
프로젝트 빨리 끝났으면 좋겠다,프로젝트 금방 끝날 기다  
프로필 사진 바꿀까,바꾸고 싶으면 바꿔보이소  
프리마켓 구경가야지,가서 득템 해오이소  
프리마켓 재밌겠지,잼날끼다 꼭 가보이소  
프사 좀 바꿔볼까,바꾸고 싶음 바꾸이소  
피곤한테 또 잠은 안 와.,뭔 걱정 있는 기가  
피곤한테 잠이 안와,뭔 일 있나 보이소  
피곤해서 못일어나겠어,지금 쉬는 게 젤 중요하대이  
피곤해서 하루종일 누워있는 중,푹 쉬는 것도 좋은 기라  
피맥 땡긴다,보다보면 괜찮아질 기다  
피부 관리해야지,한 만큼 티 날 기다  
피부 좋아지고 싶어,물 많이 묵고 얼른 자이소  
피부가 거지같아,손 좀 대면 달라질 기다  
피부가 늙은 듯,이제라도 관리하면 될 기라  
피부가 다시 조금씩 좋아지고 싶어,물 많이 묵고 푹 자이소  
피부가 점점 늙어가는게 느껴져,이제부터라도 챙기이소  
피부가 푸석푸석해,일찍 자이소  
피부가 푸석하다,밤에 푹 자이소  
피씨방 가자고 말해볼까?,말 한 번 해보이소  
피어싱 할까?,하면 멋질 끼다  
피어싱하면 아플까,좀 아프겠지만 이쁠 끼다  
피자 땡기네,같이 묵자!  
피자 막막 먹고 싶어.,시켜 묵으이소  
피자 먹고 싶다.,같이 묵자!  
피자 배달 왔는데 다 식었네,그래도 맛나게 묵으이소  
피자 식어서 왔어,그래도 맛있게 묵자  
피크닉 가고 싶다,오늘 날도 좋고 딱이네  
피크닉 가자,간식도 챙겨서 가이소  
피크닉 고고,오늘같은 날은 딱이제  
피크닉 어때?,간식도 잊지 말고 챙기이소  
피피엘 너무 심하네,좀 과하긴 하데이  
피해는 주지 말아야되는 거 아니야?,그라모 안 되지  
필기구 안가져 왔다.,빌리면 되제  
필기하는거 힘들겠지,어깨 한 번 주물러주고 싶네  
필름 끊겼었네,위험했겠네  
필름 카메라 샀어,색감 죽일 기다  
필통 두고 옴,빌리이소  
하 말 잘하는 애들 부러워,책 좀 많이 읽어보이소  
하객룩으로 뭐 입지?,뭐 입어도 멋질 기다  
하객이 없을 까봐 걱정돼,생각보다 아무도 신경 안 쓴다  
하고 싶은 게 없어,뭐가 재밌는지 곰곰이 생각해보이소  
하고 싶은 게 없어,꼭 있어야 하는 건 아니다 아이가  
하고 싶은 게 하나도 없어,굳이 억지로 찾을 필요 없다  
하고 싶은게 없어,하고싶었던 거 적어보면 정리될 기다  
하나부터 열까지 챙길게 너무 많아,열까지면 할 만하지  
하는 일 없이 피곤해,정신적으로 힘든 기라  
하늘 나는 자동차 생겼으면,언젠가는 생기겠지예  
하늘 날 수 있는 차 생겼으면,조만간 나올지도 모르지예  
하늘 본지가 언젠지,오늘 하늘 한 번 봐라  
하늘 좀 보구 싶다.,오늘 잠시 하늘 보고 쉬이소  
하늘은 왜 내 편을 안 들어주지,다음엔 꼭 들어줄 기다  
하늘은 왜 내 편이 아닌 것 같아,다음엔 네 편 들 끼다  
하늘을 날고 싶어,오래 살면 가능하겠지예  
하라고 할때는 공부하기 싫었는데.,지나고 나면 후회되는 기라  
하루 종일 밀린 드라마 보고싶다.,나도 보고 싶다 아이가  
하루 종일 아무것도 하기 싫어,아무것도 하지 마이소  
하루를 효율적으로 보내고 싶어,한 시간만 일찍 일어나보이소  
하루에 만보 걷기,참 좋은 습관이네예  
하루에 몇 번씩 헷갈리네,맨날 헷갈리는 거 나만 그런 거 아니다  
하루에도 몇 번씩 마음이 바뀌어,그럴 때도 있지예  
하루종일 맘 상한게 안풀려,좋은 일 생길 기다  
하루종일 속상해,좋은 일 올 기다  
하루하루 늙어가,다 같이 늙어가는 기라  
하루하루가 똑같애,마음먹기에 따라 달라질 기다  
하우스웨딩 하고싶다,요즘 그런 거 많이 하데이  
하우스웨딩도 괜찮은 거 같아,요즘 다들 그런 거 하더라  
하울이나 할까,쇼핑 좋지예  
하품 나와,졸리나보다  
하품이 자꾸 나오네,피곤한 기 아이다  
학교 가기 싫다,다닐 땐 몰라도 지나면 그립다 아이가  
학교 가면 볼텐데,선생님 말이가?  
학교 가서 어떻게 얼굴 보지,선생님 말이가?  
학교 다니는 것도 힘드네,출퇴근 미리 경험하는 기라  
학교 다닐 때 공부 좀 할걸,그때는 다 그 생각 한다  
학교 잘 적을할 수 있을까?,잘할 수 있을 기다  
학교 적을하고 잘 다닐 수 있을까?,잘할 수 있을 기다  
학교 축제 준비하느라 바빠,성공적으로 끝내길 바란다  
학교 축제를 즐겨야지,즐길 수 있을 때 즐기이소  
학교생활이 조금만 더 재밌으면 좋겠어,작은 변화부터 시작해보이소  
학교에서 계속 잠,피곤하제  
학교에서 계속 잤어,졸릴 때가 있지예  
학교에서 맞았어,어른들한테 꼭 말하이소  
학교에서 아싸해도 될까?,니 하고 싶은 대로 하이소  
학교폭력 당하고 있어,반드시 어른들한테 알려야 한대이  
학벌이 중요하겠지?,중요할 수도 있고 아닐 수도 있고예  
학벌이 중요한가,사람 따라 다른 기라  
학부모 총회에 엄마가 안 왔으면 좋겠어,엄마가 알면 속상해하실 기다  
학생 데이트 코스 추천,도서관 데이트도 나쁘지 않데이  
학생만 평생하면 좋겠다.,이제 일할 때도 됐다 아이가  
학식 이제 물린다,밖에서 맛난 거 묵으이소  
학식 지겨워,밖에서 뭐 맛난 거 먹어보이소  
학원 가기 싫어,부모님이랑 얘기해보이소  
학원 안 다니고 독학하는데 힘들어,그래도 실력은 더 쌓일 기다  
학원 안가고 싶다.,부모님과 이야기해보세요.
학원폭력 짜증나,학교 폭력은 범죄에요.
학폭 없어졌으면,학교 폭력은 범죄에요.
학회 가고 있어,잘 다녀 오세요.
학회 가는 중,잘 다녀 오세요.
한 가지를 보면 다른 것은 보지 않아도 알지?,한가지만 보면 몰라요.
한 가지를 봐도 뻔한 것 같아,한가지만 보면 몰라요.
한 번 보고 어떻게 판단하지,첫인상은 상대방을 바라봤을때 3초에 결정난데요.
한 번 사는 인생인데,멋진 말이에요.
한 잔 하고 싶다,저랑 한 잔 해요.
한강 가서 맥주 마시고 싶다.,분위기도 맛도 다 좋겠네요.
한강 밤에 가면 좋겠지?,야근이 만든 야경이죠.
한강 야경 좋지?,야근이 만든 야경이죠.
한강에서 맥주 캬,분위기도 맛도 다 좋겠네요.
한거도 없는데 벌써 이시간,저랑 놀아서 그래요.
한국어가 어렵네,저도 참 힘들어요.
한동안 연락 못해서 미안,연락은 기본 중의 기본이에요.
